index,speaker,text,file
67,g,they're probably the same thing ,q6ec4
68,g,um are they sort of on the left below the diamond mine ,q6ec4
69,f,yeah ,q6ec4
70,g,yeah ,q6ec4
71,f,mmhmm ,q6ec4
72,g,ri-- um ,q6ec4
73,g,if you go down 'til you're sort of ,q6ec4
74,g,you're on the left of the rocks ,q6ec4
75,f,mmhmm ,q6ec4
76,g,if you go just so you're below the rocks but above the white water ,q6ec4
77,f,right ,q6ec4
78,f,right ,q6ec4
79,g,and then go along left 'til you're on the left of the white water ,q6ec4
80,f,go along the top of the white water then ,q6ec4
81,g,yeah along the top ,q6ec4
82,f,right ,q6ec4
83,g,um ,q6ec4
84,g,and then ,q6ec4
85,g,have you got anything underneath the white water ,q6ec4
86,f,a manned fort ,q6ec4
87,g,right ,q6ec4
88,g,um have you got a stone creek underneath that as well ,q6ec4
89,f,yeah mmhmm ,q6ec4
90,g,right ,q6ec4
91,g,if you go down um after the white water and go underneath the fort ,q6ec4
92,f,to the le-- right or the left of the fort ,q6ec4
93,g,to the left ,q6ec4
94,g,and go underneath ,q6ec4
95,g,sorry you start off on the left and move over to the right ,q6ec4
96,f,so you go to ,q6ec4
97,g,so you go down and then you go underneath and you go from the left to the right ,q6ec4
98,f,right underneath it ,q6ec4
99,g,yeah ,q6ec4
100,f,right okay ,q6ec4
101,g,um have you got an outlaws' hideout ,q6ec4
102,f,no ,q6ec4
103,g,um ,q6ec4
104,g,um ,q6ec4
105,g,stone slabs ,q6ec4
106,f,yeah ,q6ec4
107,g,right ,q6ec4
108,g,have you got anything bel-- beneath the rocks ,q6ec4
109,f,oh yeah ,q6ec4
110,f,the outlaws' hideout uh-huh ,q6ec4
111,g,alright right um ,q6ec4
112,g,from where you are go sort of un-- up so that you're underneath the outlaws' hideout ,q6ec4
113,f,right ,q6ec4
114,g,and then go down to the go across to the right-hand side of the paper ,q6ec4
115,f,right ,q6ec4
116,g,and go ,q6ec4
117,g,have you got a noose ,q6ec4
118,f,yeah ,q6ec4
119,g,go right down so that you're underneath sorry so that y-- um stay on the right-hand side of the noose ,q6ec4
120,f,right ,q6ec4
121,g,um have you got a swan pond ,q6ec4
122,f,no ,q6ec4
123,g,no ugh ,q6ec4
124,g,right ,q6ec4
125,g,well if you're just underneath the noose go ,q6ec4
126,f,mmhmm ,q6ec4
127,g,have you got a saloon bar ,q6ec4
128,f,yeah ,q6ec4
129,g,right ,q6ec4
130,g,if you go left all the way along 'til you come to the saloon bar ,q6ec4
131,f,the top of the saloon bar then it'll be ,q6ec4
132,g,yeah ,q6ec4
133,f,yeah right ,q6ec4
134,g,and then go down so you're at the bottom of the saloon bar ,q6ec4
135,f,to the right-hand of the saloon bar or the the left side ,q6ec4
136,g,eh the right-hand ,q6ec4
137,f,the right side right ,q6ec4
138,g,and then left ,q6ec4
139,f,along the bottom ,q6ec4
140,g,uh-huh ,q6ec4
141,f,right ,q6ec4
142,g,and then um ,q6ec4
143,g,go about an inch and a half further along f-- than when the saloon bar ends ,q6ec4
144,f,right ,q6ec4
145,g,and then go up 'til you're sort of parallel top saloon bar ,q6ec4
146,f,right ,q6ec4
147,g,that's it the finish ,q6ec4
148,f,right ,q6ec4
0,g,right neil erm ,q8ec1
1,f,right ,q8ec1
2,g,about one and a half centimetres above the extinct volcano is your start point ,q8ec1
3,f,well i've got that already marked ,q8ec1
4,f,right ,q8ec1
5,g,right ,q8ec1
6,g,ah ,q8ec1
7,g,go alon-- ,q8ec1
8,g,erm ,q8ec1
9,g,go along to your left ,q8ec1
10,g,about three centimetres ,q8ec1
11,f,right ,q8ec1
12,f,right ,q8ec1
13,g,and curve round the extinct volcano ,q8ec1
14,f,down the way ,q8ec1
15,g,down the way ,q8ec1
16,f,down the way right ,q8ec1
17,f,towards the bottom left-hand corner ,q8ec1
18,g,erm m-- a small slope ,q8ec1
19,f,a small slope right ,q8ec1
20,g,and h-- along under the tribal settlement along 'til you ,q8ec1
21,f,i don't have a tribal settlement um ,q8ec1
22,g,oh right ,q8ec1
23,g,erm ,q8ec1
24,f,you got a rope bridge ,q8ec1
25,g,yes ,q8ec1
26,f,am i should i be vertically under the right-hand side of the rope bridge ,q8ec1
27,g,yes ,q8ec1
28,f,right ,q8ec1
29,g,erm should be above the bottom of the page by about two centimetres two and a half centimetres ,q8ec1
30,f,okay ,q8ec1
31,f,oh should i indeed ,q8ec1
32,f,okay ,q8ec1
33,g,and ,q8ec1
34,f,right ,q8ec1
35,g,where are you now you still under ,q8ec1
36,f,em i'm under the rope bridge ,q8ec1
37,g,right-hand side ,q8ec1
38,f,about ,q8ec1
39,f,left-hand side ,q8ec1
40,g,left-hand side ,q8ec1
41,g,go left-hand side of the rope bridge go along ,q8ec1
42,f,no right-hand side of the rope bridge sorry ,q8ec1
43,g,right-hand side ,q8ec1
44,f,i thought you meant the page ,q8ec1
45,g,erm go along by about nine centimetres ,q8ec1
46,f,right ,q8ec1
47,g,in ,q8ec1
48,g,up seven centimetres ,q8ec1
49,f,right so ,q8ec1
50,f,where am i in relation to the rope bridge now ,q8ec1
51,g,erm you should be across by about four centimetres eh and under by about four centimetres ,q8ec1
52,f,right ,q8ec1
53,g,and ,q8ec1
54,g,curve round ,q8ec1
55,f,which way ,q8ec1
56,g,er so the slope it gets lower ,q8ec1
57,f,oh whe-- whe-- whe-- towards the right or the left ,q8ec1
58,g,to the right ,q8ec1
59,f,have you got a saxon barn ,q8ec1
60,g,hu-- you're not up there are you ,q8ec1
61,f,no i no i'm not ,q8ec1
62,f,should am i going toward the rope bridge ,q8ec1
63,g,yeah towards the rope bridge ,q8ec1
64,f,am i going across the rope bridge ,q8ec1
65,g,across the rope bridge ,q8ec1
66,f,am i going across the r-- right it's across the rope bridge ,q8ec1
67,g,yeah ,q8ec1
68,f,right ,q8ec1
69,g,stop after you you reach the end of the rope bridge ,q8ec1
70,f,right i'm at the other end of the rope bridge right ,q8ec1
71,g,and down by three centimetres ,q8ec1
72,f,have you got machete ,q8ec1
73,g,no ,q8ec1
74,f,right ,q8ec1
75,g,where whereabouts is the machete ,q8ec1
76,f,it's along by about three centimetres and couple down from the rope bridge ,q8ec1
77,g,a couple dow-- oh right ,q8ec1
78,f,right okay right ,q8ec1
79,g,are you close to it ,q8ec1
80,f,not yet ,q8ec1
81,f,right ,q8ec1
82,g,not yet ,q8ec1
83,f,so three centimetres down from the rope bridge ,q8ec1
84,g,yeah ,q8ec1
85,f,right ,q8ec1
86,g,how close are you to it now ,q8ec1
87,f,about ,q8ec1
88,g,are you er directly across from it ,q8ec1
89,f,no ,q8ec1
90,g,no ,q8ec1
91,g,er under it ,q8ec1
92,f,yeah ,q8ec1
93,f,not directly under it but under it ,q8ec1
94,g,under it by enough to miss it ,q8ec1
95,f,yeah ,q8ec1
96,f,yeah am i going right now ,q8ec1
97,g,yeah ,q8ec1
98,g,yeah ,q8ec1
99,g,er you go right by eight centimetres ,q8ec1
100,f,above the start point ,q8ec1
101,g,yes above the start point ,q8ec1
102,f,well ,q8ec1
103,f,right ,q8ec1
104,f,so i should be above the start point now ,q8ec1
105,g,yeah ,q8ec1
106,g,you should be above the start point ,q8ec1
107,f,right ,q8ec1
108,g,and do you see a collapsed shelter ,q8ec1
109,f,yeah ,q8ec1
110,g,above you to the right ,q8ec1
111,f,mmhmm ,q8ec1
112,g,well ,q8ec1
113,g,you go to the left of this ,q8ec1
114,f,mmhmm ,q8ec1
115,g,and by about twelve centimetres ,q8ec1
116,g,up is is there an an obstacle erm ,q8ec1
117,f,have you got a crevasse ,q8ec1
118,f,no ,q8ec1
119,g,acro-- along from the saxon barn at all ,q8ec1
120,f,i've got a crevasse ,q8ec1
121,g,yeah ,q8ec1
122,g,well ,q8ec1
123,g,is that directly along from the saxon barn ,q8ec1
124,f,yeah ,q8ec1
125,g,well go above that ,q8ec1
126,f,above the c-- ,q8ec1
127,g,up and you go directly beside the collapsed shelter by about er say fifteen centimetres above the creva-- crevice ,q8ec1
128,f,right ,q8ec1
129,f,so have you got ,q8ec1
130,f,right so ,q8ec1
131,f,go about five centimetres above the crevasse ,q8ec1
132,g,yeah ,q8ec1
133,f,directly above the start point ,q8ec1
134,g,five centimetres above the crevi-- crevasse ,q8ec1
135,f,uh-huh ,q8ec1
136,f,which is fifteen centimetres from where i am now ,q8ec1
137,g,eh well ,q8ec1
138,g,not as much as that ,q8ec1
139,f,well ,q8ec1
140,f,okay right ,q8ec1
141,g,ehm ,q8ec1
142,f,that's where i want to be ,q8ec1
143,g,by about a centimetre above the crevasse then ,q8ec1
144,g,yeah ,q8ec1
145,g,and go along the top of the crevasse ,q8ec1
146,f,right ,q8ec1
147,f,to cross to the left-hand side of it ,q8ec1
148,g,er ,q8ec1
149,g,by ,q8ec1
150,g,you've got the saxon barn haven't you ,q8ec1
151,g,well ,q8ec1
152,f,yeah ,q8ec1
153,g,you go along and you go from above the crevasse well from the side down to under just under the saxon barn in a slope ,q8ec1
154,f,so i'm curving ab-- i'm sloping then ,q8ec1
155,g,yeah ,q8ec1
156,f,so i'm now under the saxon barn ,q8ec1
157,g,er at the right-hand side ,q8ec1
158,f,right ,q8ec1
159,g,yes well ,q8ec1
160,f,okay ,q8ec1
161,g,and go along 'til you get to the end of the saxon barn ,q8ec1
162,f,right ,q8ec1
163,g,to your left ,q8ec1
164,f,okay ,q8ec1
165,g,and is there a an do you see another obstacle ,q8ec1
166,f,no ,q8ec1
167,g,below no ,q8ec1
168,g,go ,q8ec1
169,f,i've got a white mountain ,q8ec1
170,g,a white mountain whereabouts oh ,q8ec1
171,f,directly above the saxon barn ,q8ec1
172,g,no no no no ,q8ec1
173,f,right okay ,q8ec1
174,g,no it's below ,q8ec1
175,g,erm go down by about four centimetres ,q8ec1
176,f,right ,q8ec1
177,g,erm ,q8ec1
178,g,go along four ,q8ec1
179,g,well go along five ,q8ec1
180,f,which way ,q8ec1
181,f,which way ,q8ec1
182,g,left ,q8ec1
183,f,right ,q8ec1
184,f,how much of the path have i done by the way am i over halfway there ,q8ec1
185,g,erm ,q8ec1
186,g,just under halfway yeah ,q8ec1
187,f,just tons to go ,q8ec1
188,g,and you've got the white mountain above you yeah ,q8ec1
189,f,yeah right ,q8ec1
190,f,yeah ,q8ec1
191,g,so ,q8ec1
192,g,you go up say six centimetres u-- dilec rectly across from the saxon barn to your left ,q8ec1
193,f,so i'm now opposite the saxon barn ,q8ec1
194,g,yes ,q8ec1
195,f,right ,q8ec1
196,g,and you slope towards the white mountain and past the white mountain ,q8ec1
197,f,on the right-hand side ,q8ec1
198,g,the slope ,q8ec1
199,g,on the left-hand side ,q8ec1
200,f,the left ,q8ec1
201,g,by one centimetre ,q8ec1
202,f,but that's not sloping it should be ,q8ec1
203,g,well gentle sl-- very gentle slope ,q8ec1
204,f,so i'm now at the left-hand side of the bottom of the white mountain ,q8ec1
205,g,er go along the side er away from the m-- white mountain by a-- from the s-- left side of a white mountain by about one centimetre ,q8ec1
206,f,am i to go up to the top of the mountain ,q8ec1
207,g,yeah ,q8ec1
208,g,'til you reach the peak ,q8ec1
209,f,so am i actually going to the peak of the wh-- white mountain ,q8ec1
210,g,stop ,q8ec1
211,g,no you don't ,q8ec1
212,g,you go one centimetre to the left of the peak same level as the peak and ,q8ec1
213,f,to ,q8ec1
214,f,wait a minute one centimetre to the left of the peak ,q8ec1
215,g,yeah ,q8ec1
216,f,right ,q8ec1
217,f,need my tippex now ,q8ec1
218,g,so it's like ,q8ec1
219,f,right i've got it i've got it right ,q8ec1
220,g,and er ,q8ec1
221,g,do you see any other obstacles ,q8ec1
222,f,i've got some submerged rocks to the r-- to the right ,q8ec1
223,g,ssss ,q8ec1
224,g,to the right ,q8ec1
225,g,how close to the right ,q8ec1
226,f,ah about ten to fifteen centimetres away ten quite a way away anyway ,q8ec1
227,g,okay ,q8ec1
228,f,not near enough just now ,q8ec1
229,g,right ,q8ec1
230,g,well ,q8ec1
231,g,go up six centimetres directly up ,q8ec1
232,f,okay ,q8ec1
233,g,and is there a mountain slate mountain ,q8ec1
234,f,i've got a slate mountain to the right ,q8ec1
235,g,yes ,q8ec1
236,g,well ,q8ec1
237,g,are you dir-- directly opposite that ,q8ec1
238,f,just about ,q8ec1
239,f,the bottom of it yeah ,q8ec1
240,g,yeah ,q8ec1
241,f,yeah ,q8ec1
242,g,well ,q8ec1
243,g,go along and go along to your right one until you get about one centimetre from the slate mountain again and ,q8ec1
244,f,right ,q8ec1
245,g,along the slope one centimetre away from it ,q8ec1
246,f,do i climb it just like the white mountain ,q8ec1
247,g,yeah similar to it ,q8ec1
248,g,yeah you go right over the peak and ,q8ec1
249,f,right ,q8ec1
250,f,so i'm at the top ,q8ec1
251,f,right and down the other side ,q8ec1
252,g,down again yeah ,q8ec1
253,f,okay ,q8ec1
254,g,and er is the obstacle you mentioned anywhere near ,q8ec1
255,f,no ,q8ec1
256,f,i've got a golden beach underneath me ,q8ec1
257,g,no ,q8ec1
258,g,yeah ,q8ec1
259,g,i've got a golden beach as well ,q8ec1
260,g,that's quite a bit away ,q8ec1
261,f,yeah ,q8ec1
262,g,yeah ,q8ec1
263,g,well ,q8ec1
264,g,go two centimetres down from the bottom of the sli-- slate mountain on your right just two centimetres down ,q8ec1
265,f,okay ,q8ec1
266,g,and go along left 'til you're about one centimetre away from the bottom of the slate mountain directly beneath the slate mountain that is ,q8ec1
267,f,oh on the left-hand side ,q8ec1
268,g,yeah on the left-hand side of ,q8ec1
269,g,one centimetre away ,q8ec1
270,f,so i'm getting near to where i jumped over the mountain ,q8ec1
271,g,yeah ,q8ec1
272,f,only underneath it right ,q8ec1
273,f,now i've got some submerged rocks underneath me here ,q8ec1
274,g,how close ,q8ec1
275,f,directly underneath ,q8ec1
276,g,directly underneath ,q8ec1
277,f,well just um ,q8ec1
278,f,if i go another couple of centimetres i'll be miss them ,q8ec1
279,g,you'll miss them ,q8ec1
280,g,if you go along a couple ,q8ec1
281,f,mmhmm ,q8ec1
282,f,to the left ,q8ec1
283,g,er well ,q8ec1
284,g,go along another couple of centimetres then ,q8ec1
285,f,so i'm under the point where i jumped over the mountain now ,q8ec1
286,g,you're under just well under to you should be under to the left ,q8ec1
287,f,under the point where i jumped over the mountain ,q8ec1
288,f,off the point where i jumped over the mountain ,q8ec1
289,g,yeah ,q8ec1
290,g,one centimetre to the left ,q8ec1
291,f,of the point ,q8ec1
292,g,yeah ,q8ec1
293,f,okay ,q8ec1
294,f,right ,q8ec1
295,f,i've missed the rocks now if i go if i go straight down i'll miss the rocks ,q8ec1
296,g,erm you okay ,q8ec1
297,g,right ,q8ec1
298,g,erm eh go along another one centimetre ,q8ec1
299,f,right ,q8ec1
300,g,okay ,q8ec1
301,g,erm ,q8ec1
302,g,down directly down until you are opposite to the right of the white mountain the bottom of the white mountain ,q8ec1
303,f,have you got a secret valley ,q8ec1
304,g,yes ,q8ec1
305,f,so ,q8ec1
306,g,are you going to go right through this ,q8ec1
307,f,hit it no ,q8ec1
308,f,no ,q8ec1
309,g,no ,q8ec1
310,f,so ,q8ec1
311,f,i'm now at the bottom left of the secret valley ,q8ec1
312,g,yes ,q8ec1
313,f,right ,q8ec1
314,g,ah ,q8ec1
315,g,just go about one centimetre down from the where the white mountain is er you should be opposite from the white mountain so one centimetre down again ,q8ec1
316,f,right ,q8ec1
317,g,and along you sh-- 'til you're just under the secret right-hand side of the secret valley now ,q8ec1
318,g,and along by one centimetre ,q8ec1
319,f,right ,q8ec1
320,f,okay ,q8ec1
321,g,that's you ,q8ec1
322,f,that's me ,q8ec1
323,g,yeah well it should be anyway ,q8ec1
0,g,okay ehm ,q6ec5
1,g,are you starting above the missionary camp ,q6ec5
2,f,missionary camp where's that ,q6ec5
3,g,the bottom right-hand corner ,q6ec5
4,f,oh right yeah ,q6ec5
5,g,right erm ,q6ec5
6,g,have you got gorillas in the bottom left ,q6ec5
7,f,no ,q6ec5
8,f,i've got banana tree ,q6ec5
9,g,right okay ,q6ec5
10,g,well you want to go along to the end of the missionary camp left ,q6ec5
11,f,right ,q6ec5
12,g,and then down ,q6ec5
13,f,right ,q6ec5
14,g,to about four centimetres from the top of the page and then ,q6ec5
15,f,the bottom of the page you mean ,q6ec5
16,g,yeah ,q6ec5
17,f,right ,q6ec5
18,g,and then go left ,q6ec5
19,f,mmhmm ,q6ec5
20,g,straight along until you get to the gorillas or the banana tree or whatever it is ,q6ec5
21,f,right ,q6ec5
22,g,and then up so that you're about ,q6ec5
23,g,have you got a rope bridge ,q6ec5
24,f,mmhmm ,q6ec5
25,g,well ,q6ec5
26,g,you go up and then you turn right across the rope bridge ,q6ec5
27,f,right ,q6ec5
28,g,you go over the rope bridge and then you go down straight down a couple of centimetres ,q6ec5
29,f,mm ,q6ec5
30,g,have you got a waterfall ,q6ec5
31,f,mmhmm ,q6ec5
32,g,with water coming out of it yeah ,q6ec5
33,f,yeah ,q6ec5
34,g,well ,q6ec5
35,g,if you just go sort of about an angle of ten degrees ,q6ec5
36,f,along the river ,q6ec5
37,g,oh i don't have a river ,q6ec5
38,f,oh right ,q6ec5
39,g,about an angle of ten degrees along so that you come to the edge of the waterfall ,q6ec5
40,f,right ,q6ec5
41,g,about the bottom ,q6ec5
42,g,yeah ,q6ec5
43,f,uh-huh ,q6ec5
44,g,then ,q6ec5
45,g,do you have lost steps ,q6ec5
46,f,yeah ,q6ec5
47,f,way up the top of the page ,q6ec5
48,g,no ,q6ec5
49,f,uh-huh ,q6ec5
50,g,have you got fallen pillars ,q6ec5
51,f,sort of in the middle ,q6ec5
52,g,yeah ,q6ec5
53,f,mmhmm ,q6ec5
54,g,well ,q6ec5
55,f,to the left well to the left ,q6ec5
56,g,they should ,q6ec5
57,g,above the rope bridge ,q6ec5
58,f,yeah ,q6ec5
59,g,well ,q6ec5
60,g,i've got some lost steps to-- to the right of that ,q6ec5
61,g,okay ,q6ec5
62,f,under the gazelles ,q6ec5
63,f,you don't have gazelles ,q6ec5
64,g,well yeah i do ,q6ec5
65,g,but ,q6ec5
66,g,erm ,q6ec5
67,g,just ,q6ec5
68,g,between the rope bridge and the waterfall in line with the fallen pillars ,q6ec5
69,f,between the rope bridge and the waterfall right okay ,q6ec5
70,g,so you want to come up from the waterfall ,q6ec5
71,f,mmhmm ,q6ec5
72,g,straight up ,q6ec5
73,f,straight up ,q6ec5
74,g,uh-huh ,q6ec5
75,f,right ,q6ec5
76,g,'til you get ,q6ec5
77,f,to in line with the fallen pillars ,q6ec5
78,g,to the top of them ,q6ec5
79,g,and then you go along ,q6ec5
80,f,mmhmm ,q6ec5
81,f,left ,q6ec5
